fn,label,pos,cluster
93334.wav,,1,21
93335.wav,,1,16
93336.wav,,1,21
93337.wav,,1,21
93338.wav,,1,-1
93339.wav,,1,-1
93341.wav,,1,-1
93342.wav,,1,-1
93343.wav,,1,-1
93344.wav,,1,-1
93345.wav,,1,-1
93347.wav,,1,-1
93348.wav,,1,20
93349.wav,,1,2
93352.wav,,1,2
93356.wav,,1,19
93357.wav,,1,-1
93358.wav,,1,-1
93359.wav,,1,-1
93361.wav,,1,-1
93362.wav,,1,-1
93363.wav,,1,-1
93364.wav,,1,-1
93365.wav,,1,19
93366.wav,,1,2
93371.wav,,1,2
93377.wav,,1,2
93378.wav,,1,2
93386.wav,,1,2
93389.wav,,1,2
93390.wav,,1,2
93392.wav,,1,2
93393.wav,,1,2
93395.wav,,1,12
93396.wav,,1,-1
93398.wav,,1,2
93402.wav,,1,2
93403.wav,,1,2
93404.wav,,1,2
93406.wav,,1,13
93413.wav,,1,2
93414.wav,,1,20
93415.wav,,1,20
93417.wav,,1,20
93419.wav,,1,20
93420.wav,,1,20
93421.wav,,1,20
93424.wav,,1,-1
93425.wav,,1,19
93427.wav,,1,20
93428.wav,,1,19
93430.wav,N4,1,-1
93431.wav,,1,-1
93432.wav,,1,20
93435.wav,,1,-1
93439.wav,,1,2
93441.wav,,1,2
93445.wav,,1,2
93446.wav,,1,2
93448.wav,,1,2
93450.wav,,1,2
93451.wav,,1,2
93455.wav,,1,2
93456.wav,,1,2
93457.wav,,1,3
93459.wav,,1,-1
93460.wav,,1,5
93461.wav,,1,3
93462.wav,,1,3
93465.wav,,1,3
93466.wav,,1,11
93467.wav,,1,-1
93468.wav,,1,11
93469.wav,,1,10
93470.wav,,1,-1
93472.wav,,1,-1
93474.wav,,1,11
93475.wav,,1,11
93476.wav,,1,11
93477.wav,,1,-1
93478.wav,,1,11
93479.wav,,1,11
93480.wav,,1,-1
93481.wav,N3,1,11
93482.wav,,1,4
93483.wav,,1,4
93484.wav,,1,4
93485.wav,,1,4
93486.wav,,1,4
93487.wav,,1,4
93488.wav,,1,3
93489.wav,,1,4
93490.wav,,1,4
93492.wav,,1,3
93494.wav,,1,4
93496.wav,,1,19
93498.wav,,1,19
93499.wav,,1,19
93500.wav,,1,-1
93502.wav,,1,16
93503.wav,,1,20
93504.wav,,1,-1
93505.wav,,1,-1
93506.wav,,1,-1
93508.wav,N4,1,-1
93509.wav,,1,2
93510.wav,,1,2
93513.wav,,1,13
93514.wav,,1,13
93515.wav,,1,2
93517.wav,,1,2
93518.wav,,1,2
93519.wav,,1,2
93520.wav,,1,2
93521.wav,,1,2
93522.wav,,1,2
93523.wav,,1,2
93525.wav,,1,-1
93526.wav,,1,13
93527.wav,,1,2
93530.wav,,1,2
93531.wav,,1,2
93533.wav,,1,-1
93538.wav,,1,2
93541.wav,,1,3
93543.wav,,1,3
93545.wav,,1,3
93546.wav,,1,-1
93547.wav,,1,3
93548.wav,,1,3
93550.wav,,1,4
93551.wav,,1,4
93553.wav,,1,11
93554.wav,,1,-1
93556.wav,,1,-1
93557.wav,,1,-1
93558.wav,,1,10
93559.wav,,1,11
93560.wav,,1,11
93561.wav,,1,10
93562.wav,,1,-1
93563.wav,,1,10
93564.wav,,1,10
93565.wav,,1,10
93566.wav,,1,-1
93567.wav,N9,1,-1
93568.wav,,1,10
93572.wav,,1,2
93573.wav,,1,2
93576.wav,,1,2
93577.wav,,1,2
93578.wav,,1,13
93580.wav,,1,2
93583.wav,,1,2
93587.wav,,1,2
93588.wav,,1,2
93590.wav,,1,2
93592.wav,,1,2
93596.wav,,1,-1
93597.wav,,1,-1
93598.wav,,1,-1
93599.wav,,1,11
93600.wav,,1,-1
93601.wav,,1,11
93602.wav,,1,11
93603.wav,,1,10
93604.wav,,1,11
93605.wav,,1,-1
93606.wav,,1,11
93607.wav,,1,11
93608.wav,N4,1,-1
93609.wav,,1,11
93610.wav,,1,2
93612.wav,,1,13
93614.wav,,1,2
93616.wav,,1,2
93617.wav,,1,2
93618.wav,,1,2
93619.wav,,1,-1
93620.wav,,1,2
93625.wav,,1,3
93626.wav,,1,3
93628.wav,,1,-1
93629.wav,,1,-1
93631.wav,N4,1,10
93633.wav,,1,11
93634.wav,,1,11
93636.wav,,1,11
93640.wav,,1,2
93642.wav,,1,4
93643.wav,,1,3
93644.wav,,1,5
93645.wav,,1,-1
93647.wav,,1,5
93648.wav,,1,4
93650.wav,,1,5
93653.wav,,1,-1
93655.wav,,1,20
93656.wav,,1,20
93657.wav,,1,20
93658.wav,,1,20
93659.wav,,1,20
93660.wav,,1,20
93661.wav,,1,20
93662.wav,,1,4
93667.wav,,1,-1
93672.wav,,1,2
93675.wav,,1,2
93678.wav,,1,2
93679.wav,,1,2
93680.wav,,1,2
93682.wav,,1,-1
93683.wav,,1,-1
93684.wav,,1,-1
93686.wav,,1,-1
93687.wav,,1,-1
93688.wav,N3,1,-1
93689.wav,,1,-1
93690.wav,,1,-1
93691.wav,N3,1,-1
93692.wav,N3,1,-1
93693.wav,,1,-1
93694.wav,N3,1,-1
93695.wav,,1,-1
93696.wav,,1,-1
93697.wav,,1,-1
93698.wav,,1,-1
93699.wav,,1,-1
94039.wav,,1,-1
94040.wav,,1,20
94044.wav,,1,20
94045.wav,,1,20
94046.wav,,1,-1
94048.wav,,1,-1
94049.wav,,1,-1
94050.wav,,1,-1
94052.wav,,1,-1
94055.wav,,1,-1
94056.wav,,1,19
94057.wav,,1,-1
94058.wav,,1,-1
94059.wav,,1,-1
94060.wav,,1,-1
94061.wav,,1,20
94062.wav,,1,-1
94063.wav,,1,-1
94064.wav,,1,20
94065.wav,,1,20
94066.wav,,1,-1
94067.wav,,1,19
94068.wav,,1,20
94070.wav,,1,20
94071.wav,,1,20
94072.wav,,1,-1
94073.wav,,1,20
94074.wav,,1,20
94075.wav,,1,-1
94076.wav,,1,20
94077.wav,,1,20
94079.wav,,1,20
94080.wav,,1,-1
94081.wav,,1,-1
94084.wav,,1,20
94085.wav,,1,20
94572.wav,,1,19
94573.wav,,1,19
94574.wav,,1,19
94575.wav,,1,21
94576.wav,,1,21
94578.wav,,1,-1
94580.wav,,1,19
94581.wav,,1,-1
95967.wav,,1,19
95970.wav,,1,19
95971.wav,,1,21
95973.wav,,1,21
95974.wav,,1,21
95975.wav,,1,21
95978.wav,,1,21
95979.wav,,1,19
96446.wav,,1,19
96448.wav,,1,21
96450.wav,,1,-1
96452.wav,,1,-1
96453.wav,,1,-1
96535.wav,,1,11
96536.wav,,1,10
96537.wav,,1,10
96538.wav,,1,10
96539.wav,,1,10
96540.wav,,1,-1
96541.wav,,1,10
96543.wav,N4,1,-1
96545.wav,,1,-1
96551.wav,,1,19
96554.wav,,1,19
96556.wav,,1,19
96557.wav,,1,19
96561.wav,N4,1,-1
96562.wav,,1,-1
96563.wav,,1,-1
96564.wav,,1,-1
96566.wav,,1,19
96567.wav,,1,10
96568.wav,,1,10
96569.wav,,1,10
96570.wav,,1,10
96571.wav,N23,1,11
96573.wav,,1,10
96575.wav,,1,11
96576.wav,,1,11
96577.wav,,1,11
96580.wav,,1,11
96583.wav,,1,-1
96584.wav,,1,11
96585.wav,,1,11
96589.wav,,1,10
96590.wav,,1,10
96591.wav,,1,10
96592.wav,,1,10
96593.wav,N23,1,11
96594.wav,,1,10
96595.wav,,1,10
96596.wav,,1,19
96598.wav,,1,19
96599.wav,,1,19
96600.wav,,1,-1
96601.wav,,1,19
96602.wav,,1,20
96603.wav,,1,20
96605.wav,,1,20
96606.wav,,1,19
96607.wav,,1,19
96609.wav,,1,-1
96611.wav,,1,19
96616.wav,,1,10
96617.wav,,1,11
96618.wav,,1,10
96619.wav,N23,1,-1
96620.wav,,1,11
96624.wav,,1,11
96626.wav,,1,21
96627.wav,,1,-1
96632.wav,N4,1,-1
96634.wav,N4,1,-1
96635.wav,,1,-1
96636.wav,,1,-1
96637.wav,,1,20
96638.wav,,1,20
96639.wav,,1,20
96640.wav,,1,20
96641.wav,,1,20
96642.wav,,1,20
96644.wav,N4,1,20
96645.wav,,1,-1
96646.wav,,1,20
96651.wav,,1,20
96653.wav,,1,20
96654.wav,,1,19
96655.wav,,1,20
96656.wav,,1,20
96658.wav,,1,-1
96659.wav,,1,21
96661.wav,,1,19
96662.wav,,1,-1
96663.wav,,1,19
96664.wav,,1,-1
96665.wav,,1,21
96667.wav,,1,21
96668.wav,,1,-1
96669.wav,N23,1,21
96670.wav,,1,21
96672.wav,,1,-1
96673.wav,,1,23
96675.wav,,1,-1
96683.wav,,1,5
96684.wav,,1,4
96685.wav,,1,-1
96686.wav,,1,4
96687.wav,,1,-1
96688.wav,,1,4
96689.wav,,1,4
96690.wav,,1,-1
96691.wav,,1,4
96692.wav,,1,4
96693.wav,,1,4
96694.wav,,1,-1
96696.wav,,1,5
96697.wav,,1,-1
96698.wav,,1,4
96699.wav,,1,-1
96701.wav,,1,11
96702.wav,,1,10
96703.wav,,1,11
96704.wav,,1,10
96705.wav,N4,1,10
96706.wav,,1,10
96707.wav,,1,-1
96708.wav,,1,10
96709.wav,N23,1,11
96710.wav,,1,11
96711.wav,,1,11
96712.wav,,1,11
96713.wav,,1,-1
96714.wav,,1,-1
96718.wav,,1,2
96719.wav,N4,1,13
96720.wav,,1,-1
96721.wav,,1,2
96722.wav,,1,2
96724.wav,N4,1,13
96725.wav,,1,12
96726.wav,,1,12
96728.wav,,1,2
96730.wav,,1,-1
96732.wav,,1,4
96733.wav,,1,4
96734.wav,,1,5
96735.wav,,1,5
96736.wav,N1,1,4
96737.wav,,1,4
96738.wav,,1,4
96739.wav,,1,4
96740.wav,,1,4
96741.wav,,1,4
96742.wav,,1,-1
96743.wav,,1,4
96744.wav,,1,4
96745.wav,,1,-1
96746.wav,,1,5
96747.wav,,1,-1
96748.wav,,1,4
96749.wav,,1,3
96750.wav,,1,4
96751.wav,,1,4
96752.wav,,1,5
96753.wav,,1,4
96754.wav,,1,4
96755.wav,,1,-1
96756.wav,,1,2
96757.wav,,1,2
96761.wav,,1,2
96767.wav,,1,2
96768.wav,,1,2
96772.wav,,1,2
96774.wav,,1,2
96775.wav,,1,2
96776.wav,,1,2
96777.wav,,1,2
96778.wav,,1,2
96779.wav,,1,2
96781.wav,,1,2
96782.wav,,1,2
96783.wav,,1,2
96785.wav,,1,2
96786.wav,,1,-1
96787.wav,,1,2
96788.wav,,1,2
96789.wav,,1,2
96790.wav,,1,2
96792.wav,,1,11
96794.wav,,1,11
96795.wav,,1,11
96796.wav,,1,11
96797.wav,,1,4
96798.wav,,1,-1
96799.wav,,1,3
96800.wav,,1,-1
96801.wav,,1,4
96802.wav,,1,-1
96803.wav,,1,4
96804.wav,,1,-1
96806.wav,,1,-1
96808.wav,,1,19
96809.wav,,1,-1
96810.wav,,1,19
96812.wav,,1,-1
96813.wav,,1,2
96814.wav,,1,2
96817.wav,,1,2
96818.wav,,1,2
96819.wav,,1,2
96822.wav,,1,0
96823.wav,,1,-1
96826.wav,,1,-1
96827.wav,,1,-1
96828.wav,,1,-1
96829.wav,,1,-1
96831.wav,,1,19
96832.wav,,1,21
96833.wav,,1,-1
96834.wav,,1,23
96835.wav,,1,21
96836.wav,,1,-1
96838.wav,,1,-1
96839.wav,,1,-1
96840.wav,,1,-1
96841.wav,,1,-1
96842.wav,,1,-1
96844.wav,,1,-1
96845.wav,,1,-1
96846.wav,N4,1,16
96847.wav,N4,1,16
96848.wav,,1,2
96849.wav,,1,2
96850.wav,,1,2
96851.wav,N23,1,2
96854.wav,,1,2
96855.wav,,1,-1
96856.wav,,1,-1
96857.wav,,1,-1
96858.wav,,1,-1
96859.wav,,1,-1
96860.wav,,1,-1
96861.wav,,1,-1
96862.wav,,1,-1
96863.wav,,1,-1
96864.wav,,1,-1
96867.wav,,1,-1
96869.wav,,1,19
96871.wav,,1,-1
96872.wav,,1,-1
96873.wav,,1,19
96874.wav,,1,-1
96875.wav,,1,-1
96876.wav,,1,2
96877.wav,,1,2
96878.wav,,1,2
96880.wav,,1,-1
96882.wav,,1,2
96883.wav,,1,2
96884.wav,,1,2
96887.wav,,1,2
96888.wav,,1,21
96889.wav,,1,-1
96890.wav,,1,-1
96892.wav,,1,-1
96893.wav,,1,19
96895.wav,,1,-1
96896.wav,,1,21
96897.wav,,1,-1
96898.wav,,1,21
96899.wav,N23,1,21
96900.wav,N23,1,21
96901.wav,,1,-1
96903.wav,,1,21
96904.wav,,1,21
96905.wav,,1,-1
96906.wav,,1,-1
96907.wav,,1,21
96908.wav,,1,-1
96910.wav,,1,21
96911.wav,,1,-1
96915.wav,,1,2
96916.wav,,1,2
96917.wav,,1,2
96918.wav,,1,2
96919.wav,,1,2
96920.wav,,1,2
96921.wav,,1,2
96922.wav,,1,12
96924.wav,,1,2
96927.wav,N4,1,-1
96930.wav,,1,2
96931.wav,,1,13
96932.wav,,1,13
96933.wav,,1,13
96934.wav,,1,2
96935.wav,,1,4
96936.wav,,1,-1
96937.wav,,1,3
96938.wav,,1,-1
96939.wav,,1,-1
96940.wav,,1,9
96942.wav,,1,11
96943.wav,,1,11
96944.wav,,1,11
96945.wav,,1,11
96946.wav,,1,11
96947.wav,,1,11
96948.wav,,1,11
96952.wav,,1,11
96953.wav,,1,11
96954.wav,,1,11
96956.wav,,1,11
96960.wav,,1,11
96961.wav,,1,11
96962.wav,,1,19
96963.wav,,1,-1
96964.wav,,1,-1
96965.wav,,1,19
96967.wav,,1,-1
96968.wav,,1,-1
96970.wav,,1,19
96971.wav,,1,19
96972.wav,,1,19
96973.wav,,1,21
96974.wav,,1,21
96975.wav,,1,26
96976.wav,,1,-1
96977.wav,,1,26
96980.wav,,1,-1
96982.wav,,1,-1
96983.wav,,1,-1
96984.wav,,1,-1
96985.wav,,1,-1
96986.wav,,1,6
96987.wav,,1,-1
96988.wav,,1,7
96990.wav,,1,-1
96993.wav,,1,-1
96995.wav,,1,-1
97000.wav,,1,-1
97001.wav,N23,1,-1
97002.wav,,1,-1
97003.wav,,1,-1
97005.wav,,1,7
97009.wav,,1,-1
97010.wav,,1,39
97012.wav,,1,37
97015.wav,,1,39
97016.wav,,1,-1
97019.wav,N23,1,-1
97020.wav,N23,1,-1
97021.wav,,1,-1
97023.wav,,1,-1
97024.wav,,1,42
97025.wav,,1,-1
97026.wav,,1,-1
97027.wav,,1,-1
97029.wav,,1,26
97030.wav,,1,26
97031.wav,,1,26
97034.wav,,1,26
97035.wav,,1,26
97036.wav,,1,42
97038.wav,N4,1,-1
97039.wav,,1,-1
97040.wav,,1,-1
97041.wav,,1,-1
97042.wav,N1,1,-1
97043.wav,,1,-1
97044.wav,,1,26
97047.wav,N9,1,-1
97048.wav,,1,-1
97050.wav,N2,1,-1
97052.wav,,1,-1
97054.wav,,1,-1
97058.wav,,1,-1
97066.wav,,1,-1
97067.wav,,1,-1
97070.wav,,1,-1
97071.wav,,1,-1
97073.wav,,1,-1
97074.wav,,1,-1
97079.wav,,1,-1
97080.wav,,1,-1
97082.wav,,1,-1
97084.wav,,1,-1
97085.wav,,1,-1
97086.wav,,1,-1
97088.wav,,1,37
97089.wav,,1,37
97092.wav,,1,-1
97096.wav,,1,-1
97097.wav,,1,36
97098.wav,,1,-1
97099.wav,,1,-1
97100.wav,,1,-1
97103.wav,,1,-1
97105.wav,,1,-1
97109.wav,,1,-1
97110.wav,,1,26
97111.wav,,1,-1
97112.wav,,1,-1
97113.wav,,1,42
97115.wav,,1,-1
97117.wav,,1,-1
97119.wav,,1,42
97121.wav,,1,-1
97122.wav,,1,-1
97123.wav,,1,-1
97124.wav,,1,-1
97125.wav,,1,-1
97126.wav,,1,-1
97127.wav,,1,-1
97128.wav,,1,-1
97129.wav,,1,-1
97130.wav,,1,-1
97131.wav,,1,-1
97136.wav,,1,0
97137.wav,,1,-1
97138.wav,,1,-1
97139.wav,,1,-1
97142.wav,,1,36
97144.wav,,1,-1
97145.wav,,1,41
97152.wav,,1,-1
97153.wav,,1,-1
97155.wav,,1,41
97156.wav,,1,-1
97158.wav,,1,41
97159.wav,,1,-1
97161.wav,,1,-1
97165.wav,,1,-1
97166.wav,,1,-1
97168.wav,,1,37
97172.wav,,1,36
97173.wav,,1,-1
97174.wav,,1,-1
97175.wav,,1,-1
97176.wav,,1,-1
97177.wav,,1,-1
97178.wav,,1,33
97183.wav,,1,-1
97185.wav,,1,-1
97188.wav,,1,-1
97189.wav,,1,-1
97190.wav,,1,-1
97191.wav,N23,1,-1
97192.wav,,1,-1
97195.wav,,1,-1
97197.wav,,1,-1
97198.wav,,1,-1
97202.wav,,1,-1
97204.wav,,1,26
97207.wav,,1,-1
97208.wav,,1,-1
97209.wav,,1,-1
97214.wav,,1,-1
97215.wav,,1,41
97216.wav,,1,-1
97219.wav,N1,1,-1
97223.wav,,1,36
97225.wav,,1,41
97227.wav,,1,-1
97228.wav,,1,-1
97229.wav,,1,-1
97231.wav,N23,1,42
97232.wav,,1,-1
97236.wav,N2,1,42
97237.wav,,1,35
97239.wav,,1,-1
97247.wav,,1,0
97264.wav,,1,33
97267.wav,,1,-1
97268.wav,,1,-1
97281.wav,,1,-1
97282.wav,N1,1,-1
97306.wav,,1,-1
97307.wav,,1,-1
97308.wav,,1,-1
97309.wav,,1,-1
97310.wav,,1,-1
97322.wav,,1,-1
97324.wav,,1,-1
97337.wav,,1,-1
97338.wav,,1,-1
97343.wav,,1,-1
97345.wav,,1,6
97347.wav,,1,6
97348.wav,,1,-1
97355.wav,,1,-1
97360.wav,,1,-1
97374.wav,,1,-1
97375.wav,,1,-1
97385.wav,,1,42
97392.wav,,1,33
97394.wav,,1,-1
97416.wav,,1,-1
97417.wav,,1,-1
97418.wav,,1,-1
97419.wav,,1,-1
97420.wav,,1,-1
97424.wav,,1,-1
97425.wav,,1,-1
97435.wav,,1,-1
97436.wav,,1,-1
97437.wav,N1,1,-1
97439.wav,,1,42
97440.wav,,1,-1
97441.wav,,1,-1
97445.wav,,1,-1
97447.wav,,1,-1
97448.wav,,1,-1
97449.wav,,1,-1
97450.wav,,1,-1
97451.wav,,1,-1
97454.wav,,1,-1
97458.wav,,1,-1
97469.wav,,1,-1
97481.wav,,1,-1
97482.wav,,1,-1
97487.wav,,1,-1
97490.wav,,1,-1
97491.wav,,1,-1
97492.wav,,1,-1
97494.wav,,1,-1
97499.wav,,1,-1
97505.wav,,1,-1
97506.wav,,1,-1
97507.wav,,1,-1
97508.wav,,1,-1
97516.wav,,1,-1
97517.wav,,1,-1
97518.wav,,1,-1
97519.wav,N4,1,-1
97521.wav,,1,7
97522.wav,,1,-1
97524.wav,,1,-1
97525.wav,,1,-1
97526.wav,,1,37
97528.wav,,1,-1
97529.wav,,1,-1
97543.wav,,1,36
97546.wav,,1,-1
97547.wav,,1,-1
97551.wav,,1,-1
97552.wav,,1,39
97555.wav,,1,42
97558.wav,,1,35
97559.wav,,1,-1
97568.wav,,1,-1
97571.wav,,1,-1
97573.wav,,1,7
97574.wav,,1,-1
97577.wav,,1,7
97578.wav,N2,1,-1
97580.wav,,1,-1
97581.wav,,1,-1
97583.wav,,1,-1
97584.wav,,1,-1
97585.wav,,1,-1
97586.wav,,1,-1
97587.wav,,1,-1
97590.wav,,1,-1
97592.wav,,1,-1
97597.wav,N4,1,-1
97622.wav,,1,-1
97629.wav,N3,1,-1
97632.wav,,1,-1
97633.wav,N3,1,-1
97634.wav,,1,-1
97635.wav,,1,-1
97637.wav,,1,-1
97638.wav,,1,-1
97639.wav,,1,-1
97649.wav,,1,-1
97659.wav,,1,37
97660.wav,,1,35
97663.wav,,1,33
97667.wav,,1,-1
97668.wav,,1,-1
97671.wav,,1,-1
97673.wav,,1,-1
97674.wav,,1,-1
97675.wav,,1,-1
97677.wav,,1,-1
97680.wav,,1,-1
97683.wav,,1,-1
97684.wav,,1,-1
97686.wav,,1,-1
97691.wav,,1,35
97699.wav,,1,-1
97702.wav,,1,-1
97704.wav,,1,-1
97706.wav,,1,-1
97710.wav,,1,-1
97714.wav,,1,-1
97715.wav,,1,-1
97716.wav,,1,33
97719.wav,,1,-1
97721.wav,,1,37
97723.wav,,1,-1
97724.wav,,1,-1
97725.wav,,1,-1
97726.wav,,1,-1
97738.wav,,1,7
97739.wav,,1,7
97742.wav,,1,1
97758.wav,,1,-1
97759.wav,,1,-1
97760.wav,,1,-1
97770.wav,,1,42
97771.wav,,1,-1
97772.wav,,1,-1
97774.wav,,1,-1
97775.wav,,1,-1
97776.wav,N1,1,-1
97777.wav,,1,-1
97778.wav,,1,-1
97779.wav,N9,1,-1
97780.wav,,1,-1
97781.wav,N1,1,-1
97782.wav,,1,-1
97783.wav,,1,-1
97785.wav,,1,14
97786.wav,,1,-1
97787.wav,,1,7
97788.wav,,1,7
97790.wav,,1,-1
97793.wav,,1,-1
97797.wav,,1,37
97798.wav,,1,41
97799.wav,,1,26
97800.wav,,1,-1
97816.wav,,1,-1
97818.wav,,1,-1
97822.wav,,1,-1
97823.wav,,1,7
97824.wav,,1,-1
97825.wav,,1,7
97835.wav,,1,30
97837.wav,,1,-1
97840.wav,,1,-1
97841.wav,,1,-1
97844.wav,,1,-1
97861.wav,,1,-1
97866.wav,,1,-1
97867.wav,,1,36
97868.wav,,1,36
97869.wav,,1,-1
97871.wav,,1,-1
97872.wav,,1,-1
97873.wav,,1,-1
97879.wav,,1,-1
97882.wav,,1,35
97883.wav,,1,-1
97884.wav,,1,35
97885.wav,,1,-1
97889.wav,,1,-1
97890.wav,,1,-1
97891.wav,,1,-1
97892.wav,,1,-1
97893.wav,,1,-1
97894.wav,,1,36
97895.wav,N4,1,33
97897.wav,,1,-1
97899.wav,,1,-1
97900.wav,N4,1,33
97901.wav,,1,33
97904.wav,,1,-1
97906.wav,,1,-1
97907.wav,,1,-1
97908.wav,N1,1,-1
97911.wav,,1,-1
97913.wav,,1,-1
97914.wav,N4,1,-1
97916.wav,,1,-1
97918.wav,,1,-1
97926.wav,,1,-1
97927.wav,,1,-1
97935.wav,,1,-1
97938.wav,,1,7
97939.wav,N9,1,-1
97940.wav,,1,-1
97941.wav,,1,6
97943.wav,,1,-1
97945.wav,,1,-1
97946.wav,N9,1,6
97947.wav,,1,-1
97949.wav,,1,-1
97950.wav,,1,-1
97952.wav,,1,-1
97953.wav,,1,-1
97954.wav,,1,-1
97958.wav,,1,-1
97962.wav,,1,-1
97968.wav,,1,-1
97973.wav,,1,36
97980.wav,,1,-1
97983.wav,,1,-1
97984.wav,N4,1,-1
97985.wav,,1,-1
97986.wav,N4,1,-1
97987.wav,N4,1,-1
97988.wav,,1,-1
97992.wav,N4,1,-1
97993.wav,,1,-1
97994.wav,,1,6
97995.wav,,1,-1
97996.wav,,1,-1
97997.wav,,1,-1
98008.wav,,1,-1
98012.wav,,1,36
98013.wav,,1,-1
98014.wav,,1,-1
98015.wav,,1,36
98016.wav,,1,36
98026.wav,,1,-1
98035.wav,,1,-1
98036.wav,,1,-1
98038.wav,N4,1,-1
98039.wav,N4,1,-1
98040.wav,N4,1,30
98041.wav,N4,1,30
98046.wav,,1,33
98049.wav,,1,-1
98054.wav,,1,33
98055.wav,,1,-1
98057.wav,,1,-1
98067.wav,,1,-1
98068.wav,,1,-1
98069.wav,,1,-1
98071.wav,N1,1,-1
98075.wav,,1,-1
98076.wav,N4,1,-1
98077.wav,,1,-1
98080.wav,N2,1,-1
98083.wav,,1,-1
98085.wav,N1,1,-1
98086.wav,,1,-1
98088.wav,,1,-1
98089.wav,,1,6
98091.wav,,1,-1
98093.wav,N2,1,-1
98097.wav,,1,-1
98102.wav,,1,-1
98105.wav,,1,-1
98106.wav,,1,-1
98107.wav,,1,-1
98108.wav,N1,1,-1
98109.wav,,1,-1
98121.wav,,1,-1
98123.wav,,1,-1
98124.wav,,1,-1
98125.wav,N1,1,-1
98135.wav,,1,-1
98138.wav,,1,-1
98139.wav,,1,-1
98149.wav,,1,-1
98150.wav,N5,1,-1
98151.wav,N5,1,-1
98152.wav,,1,-1
98154.wav,,1,-1
98155.wav,,1,-1
98157.wav,N1,1,-1
98160.wav,,1,-1
98161.wav,,1,-1
98162.wav,,1,-1
98163.wav,,1,-1
98164.wav,,1,-1
98166.wav,,1,-1
98168.wav,,1,-1
98177.wav,,1,33
98178.wav,,1,33
98181.wav,,1,-1
98184.wav,,1,1
98189.wav,,1,-1
98190.wav,,1,-1
98191.wav,,1,7
98192.wav,,1,-1
98193.wav,,1,-1
98194.wav,,1,-1
98195.wav,,1,-1
98196.wav,,1,-1
98198.wav,,1,7
98199.wav,,1,-1
98201.wav,,1,-1
98203.wav,,1,-1
98204.wav,N1,1,-1
98205.wav,,1,-1
98207.wav,N3,1,-1
98208.wav,,1,-1
98215.wav,,1,-1
98216.wav,N1,1,1
98217.wav,,1,1
98220.wav,,1,-1
98221.wav,,1,1
98222.wav,,1,1
98223.wav,,1,1
98224.wav,,1,-1
98225.wav,,1,-1
98226.wav,,1,-1
98227.wav,,1,-1
98228.wav,,1,-1
98229.wav,,1,-1
98230.wav,,1,-1
98232.wav,,1,-1
98233.wav,,1,7
98234.wav,,1,-1
98235.wav,,1,-1
98236.wav,,1,-1
98238.wav,,1,-1
98239.wav,,1,7
98240.wav,,1,7
98241.wav,N1,1,-1
98250.wav,,1,-1
98251.wav,,1,-1
98261.wav,,1,-1
98263.wav,,1,-1
98265.wav,,1,-1
98271.wav,,1,-1
98272.wav,,1,-1
98278.wav,,1,-1
98279.wav,,1,-1
98288.wav,,1,-1
98291.wav,,1,15
98292.wav,,1,15
98295.wav,,1,1
98296.wav,,1,1
98300.wav,,1,-1
98302.wav,,1,-1
98304.wav,,1,-1
98305.wav,,1,-1
98306.wav,,1,-1
98307.wav,,1,-1
98309.wav,,1,-1
98310.wav,,1,-1
98311.wav,,1,-1
98319.wav,,1,-1
98320.wav,,1,-1
98321.wav,,1,-1
98323.wav,,1,-1
98326.wav,,1,-1
98328.wav,,1,-1
98329.wav,,1,-1
98331.wav,,1,-1
98335.wav,,1,-1
98336.wav,,1,-1
98337.wav,,1,-1
98338.wav,N1,1,-1
98339.wav,,1,30
98342.wav,,1,30
98344.wav,,1,-1
98346.wav,,1,-1
98347.wav,,1,-1
98348.wav,,1,-1
98349.wav,,1,-1
98350.wav,,1,-1
98351.wav,,1,-1
98352.wav,,1,-1
98354.wav,,1,-1
98358.wav,,1,36
98360.wav,,1,-1
98362.wav,,1,-1
98370.wav,,1,-1
98372.wav,,1,-1
98373.wav,,1,-1
98376.wav,,1,-1
98378.wav,,1,-1
98379.wav,,1,-1
98380.wav,,1,-1
98381.wav,,1,-1
98382.wav,,1,-1
98384.wav,,1,-1
98387.wav,,1,-1
98395.wav,,1,-1
98397.wav,,1,42
98398.wav,,1,-1
98399.wav,,1,-1
98400.wav,,1,-1
98401.wav,,1,-1
98402.wav,,1,-1
98403.wav,,1,-1
98408.wav,,1,-1
98415.wav,N4,1,-1
98421.wav,,1,-1
98426.wav,,1,36
98428.wav,,1,-1
98429.wav,,1,-1
98432.wav,,1,-1
98437.wav,,1,-1
98439.wav,,1,-1
98444.wav,,1,-1
98448.wav,,1,-1
98450.wav,,1,-1
98454.wav,,1,36
98457.wav,,1,-1
98464.wav,N4,1,30
98466.wav,,1,-1
98469.wav,,1,37
98471.wav,,1,-1
98477.wav,,1,1
98479.wav,,1,-1
98481.wav,,1,-1
98484.wav,,1,-1
98485.wav,,1,-1
98487.wav,,1,1
98488.wav,,1,1
98506.wav,,1,15
98507.wav,,1,15
98510.wav,,1,15
98511.wav,,1,1
98515.wav,,1,-1
98516.wav,N1,1,-1
98517.wav,,1,-1
98519.wav,,1,-1
98520.wav,N4,1,-1
98522.wav,,1,-1
98523.wav,,1,-1
98524.wav,,1,-1
98525.wav,,1,7
98526.wav,,1,-1
98527.wav,N9,1,6
98528.wav,,1,-1
